,Name,Date,Configuration,Verified,Rating,Heading,Review
1028,Shaktipada Bhattacharya,2020-03-15,Fire TV Stick,True,5.0,"Excellent product, easy to handle & carry.",Got delivery in time. Satisfied about packaging & delivery. It is as same as displayed & described at the Amazon shopping page. Very easy to setup & install. Portability of the product (including the Remote Controler) is also an important advantage. Using the product for last 10 days. It is working very smoothly. Found nothing to be disliked about it till date. Excellent product. Enjoying every bit of it. 'Will recommend it to others. Thanks a ton to the seller & Amazon.
1029,Rahul Jalan,2020-03-15,Fire TV Stick,True,5.0,Amazon Fire stick is Awesome Product.,Amazon Fire stick is awesome product for making your t.v to Smart T.V. & its price is fully justified. I have being using firestick for past 1 months & I really enjoying it.
1030,Amazon Customer,2020-03-15,Fire TV Stick,True,5.0,Non smarttv user should buy this,Every one like the amazone fire stick it converts my LED to smart tv thank you amazon
1031,Divya,2020-03-15,Fire TV Stick,True,4.0,Decent not extraordinary,Ok product. Scope for lot of improvement. Also remote provided is dysfunctional
1032,Chetan Arora,2020-03-15,Fire TV Stick,True,2.0,Remote not working,My fire stick remote is not working. Please help
1033,Amazon Customer,2020-03-15,Fire TV Stick,True,2.0,Not working,I bought fire stick on 07/March/2019 now it’s not working for almost a month.
1034,AMBER JAIN,2020-03-14,Fire TV Stick,True,2.0,Volume and power doesn’t work.,"Unable to control the volume and power button.  Tried doing best by setting up model and etc other online tutorials.  Is there any way to take technical assistance on the same. Else i will left with no other option to request return.  Kindly advice.
Thanks."
1035,Ajay,2020-03-14,Fire TV Stick,False,4.0,Internet connection,Can be connected wifi
1036,ajith ms,2020-03-14,Fire TV Stick,True,1.0,"Battery drain issue, waste of money","I bought this product last year. Worked fine for few months, after which batery started to drain fast. Brand new alkaline battery will be totally empty in just two days. It’s definitely problem with the design. From what I know, many people had the same problem. I couldn’t even find an option to buy a replacement remote. Now it beame totally useless. Total waste of money"
1037,Tripti Chaudhary,2020-03-14,Fire TV Stick,True,4.0,Poor video streaming on Amazon fire stick,Sometimes the video becoming blurred on app like hotstar. Please do something about it. There is no problem with the speed of my broadband connection.
1038,Abe Ralte,2020-03-14,Fire TV Stick,True,3.0,It was an okay experience,"It was an okay experience. Movies on Prime Videos are bit too old but, I would say, 'okay for kids' on kids sections.
Being a Prime member with unlimited access to Prime Videos/Music (which I hardly access due to my Netflix), I decided to buy Fire Stick for our old non-smart-tv in our daughter's room (Part of a little gift for our little one who just turned 9 this Feb 2020). Bought it on Dec 2019, also cancelled my Netflix subscription. But today, 14th March 2020, Amazon decided to cancel my prime membership by dropping a beautiful text saying, 'Your Prime membership has been deactivated.' My little Angel couldn't get access to her movies anymore. Thank you Amazon!
If I have known this is how its going to turn out, I would have bought Apple TV (easy access to her iMac), or Airtel Xstream Box (being a Gold member with Airtel). Dearly regretted my decision now.
So, let me go back to Netflix (I would rather pay for Netflix than Prime - 'not even comparable' )."
1039,Ananta Wahi,2020-03-14,Fire TV Stick,True,5.0,👍🏼,👍🏼
1040,sandeep,2020-03-14,Fire TV Stick,True,1.0,"Bad quality, volume button not working","Damage product delivered,I opened after 15 days he says product not return
Bad quality
Volume buttons not working"
1041,Amazon Customer,2020-03-14,Fire TV Stick,True,3.0,Not working properly,"Not working properly, facing lots of problems."
1042,Amazon Customer,2020-03-14,Fire TV Stick,True,5.0,Fire Tv is good,Awesome product and extremely satisfied by this fire tv.
1043,Santhosh,2020-03-13,Fire TV Stick,True,1.0,Worst experience,"Worst and delayed delivery
Product is not worth and unable to contact customer care."
1044,ankit bhardwaj,2020-03-13,Fire TV Stick,True,3.0,Faulty product,When i use voice search the fire stick is turn off automatically what can i do is this faulty?
1045,Amazon Customer,2020-03-13,Fire TV Stick,True,3.0,Average audio quality,Average audio quality
1046,tanishq arora,2020-03-13,Fire TV Stick,True,5.0,Nice product must buy,Superb
1047,Paras Nath Pandit,2020-03-13,Fire TV Stick,True,5.0,Good product,Must buy
1048,Vivekbhai Narela,2020-03-13,Fire TV Stick,False,5.0,Superb,Its awsome I
1049,Dibyajyoti das,2020-03-13,Fire TV Stick,True,1.0,Wifi signal not found,Could not connect to my samsung galaxy A70
1050,Rajendra chouhan,2020-03-13,Fire TV Stick,True,5.0,Best,Best
1051,shan,2020-03-13,Fire TV Stick,True,4.0,excellent product,"pros :
- good quality of device and accessories
- easy setup and use
- remote is a big plus
- good and prompt customer support
cons :
- doesn't support google cast
e.g. a Samsung M30s can easily cast/mirror its screen using its Smart View but a Google Pixel 2 does not. the workaround is to install a 3rd party app like AllCast on the Fire Stick and your phone but that isn't as seamless as the native option. But that isn't claimed anyway."
1052,Rohit jain,2020-03-13,Fire TV Stick,True,3.0,Does not support  Live TV applications,All things are best but important  applications  for live TV does not supported. Amazon need to do something to live TV streaming applications
1053,Amber Marwah,2020-03-13,Fire TV Stick,True,5.0,Awesome product,"Awesome product to make your tv smart , Android."
1054,Piramuthu Raja,2020-03-12,Fire TV Stick,True,1.0,Fails to boot,Fails to boot after da upgrade
1055,Vishal Aggarwal,2020-03-12,Fire TV Stick,True,5.0,Excellent product,Excellent product
1056,Mohan Kumar,2020-03-12,Fire TV Stick,True,5.0,Batteries were dead on arrival. Received a replacement set - Satisfied.,"The batteries provided by amazon were non functional. Had to figure out from YouTube as to how to use the Fire Stick without the remote.
Editing my review on the 17th or March 2020.
Received a call from Amazon. Since the batteries were leaking, they got the entire set replaced the next day. The new Fire Stick is fully functional with Amazon batteries.
Also received a call from Amazon (US) checking if I got my replacement and if the new Fire Stick is fully functional.
Thank you Amazon.... appreciate it."
1057,atul jain,2020-03-12,Fire TV Stick,True,3.0,It sucks battery like crazy,"It's a battery drainer.
Amazon basics battery just lasts for 12-15 days.
Don't know how much power does a small remote require."
1058,PATEL,2020-03-12,Fire TV Stick,True,1.0,Defective remote,Remote volume button not working
1059,Dinesh Anand K,2020-03-12,Fire TV Stick,True,1.0,Poor product (wifi discover issue),"Device not discovering wifi network, so not able to use any of the features.
Poor response from the customer care. Trying to replace the item since 2 month, yet couldn't do it."
1060,Bhaskerrawat,2020-03-12,Fire TV Stick,True,5.0,It's nice,It's nice.
1061,vipin Garg,2020-03-12,Fire TV Stick,True,1.0,Beautiful,Good product
1062,Srinivas,2020-03-12,Fire TV Stick,True,5.0,Worthy buy to make normal tv to smart Tv,Stream quality is good the only thing it want is 5Ghz frequency wifi channel for proper streaming.
1063,Raj singh,2020-03-12,Fire TV Stick,True,1.0,Poor quality picture,"Picture quality is very poor in 32"" led or in upper size too"
1064,Som Tewari,2020-03-12,Fire TV Stick,True,4.0,DTS sound is not supported.,"Sir,DTS sound is not supported with Amazon prime video as well as fire TV stick.it is major drawback of Amazon prime video as well as fire TV stick."
1065,Narendra Vashist,2020-03-12,Fire TV Stick,True,4.0,What can be Improved,"Over all good product. But power and volume button on remote don't work on non android TV
Dislike: 1. There should be option for multi window, so that switching from one channel to other is easy and quick
2. In case Firetv hangs, there should be reset button in remote
3. IR code is confusing and not user friendly. There is no proper guide to set that"
1066,Hs Musics,2020-03-11,Fire TV Stick,True,5.0,World class product!!,Wonderful experience. I am glad I bought it. 👌
1067,anandhi,2020-03-11,Fire TV Stick,True,4.0,Very nice,Though mine is a smart tv. Prime video doesn't come. With Firestick it's a breeze.
1068,mayank,2020-03-11,Fire TV Stick,True,1.0,Worst product ever i purchased,Very bad product.  Do not go for it.  It last for 13 months only.  No reair is possible.
1069,Ravi kumar singh,2020-03-11,Fire TV Stick,True,5.0,Good,Good experience
1070,Someone,2020-03-11,Fire TV Stick,True,4.0,Awesome,Good
1071,zafar,2020-03-11,Fire TV Stick,True,1.0,Connectivity issue with internet,"Initially it was working fine for 2 days but later whenever i try to connect it with Internet, it says ""connected with problem ""and by switch on/off modem or TV for few times it connects. PL help"
1072,santhosh kumar,2020-03-11,Fire TV Stick,True,5.0,Worth to convert normal tv to smart one,YouTube tv _ link. We can connect phone with tv  is good
1073,Hari Prasad,2020-03-11,Fire TV Stick,True,5.0,Good but,Alexa not working properly
1074,kaushal shroti,2020-03-11,Fire TV Stick,True,4.0,Works wonder,I think it works wonder.. But volume keys are not working.. It is value for money product...it needs better internet speed than any smart TV..
1075,ejazahmed,2020-03-11,Fire TV Stick,False,5.0,Excellent product,Excellent product
1076,Prakash,2020-03-10,Fire TV Stick,True,5.0,Amazing Fire stick 🔥,I was suddenly looking to convert my non smart LG TV into a smart TV and had to choose between Chromecast and firestick. After few days of thought I went ahead with firestick as the price difference is not that big and guess what the firestick is easy to setup and didn't disappoint me so far. It's been only a week but I'm happy with the features and Alexa works like a charm with the voice enabled remote. Definitely worth the money.
1077,viswanath raju,2020-03-10,Fire TV Stick,True,5.0,super,super
1078,Prodip malo,2020-03-10,Fire TV Stick,True,5.0,Best video  streaming device in budget,Value for money
1079,Shubham Singh,2020-03-10,Fire TV Stick,True,5.0,Best fire stick,Very nice product to make your normal tv into smart tv.
1080,Deepak S.,2020-03-10,Fire TV Stick,True,5.0,Awesome!,Everything about this product is awesome!
1081,Syed Rasheed,2020-03-10,Fire TV Stick,True,5.0,Good,Good
1082,Gaurav Parashar,2020-03-10,Fire TV Stick,True,5.0,Good device lacking voice recognition.,"Streaming quality is good.
It can't recognise voice and you cant type easily by voice."
1083,MITUL SHAH,2020-03-10,Fire TV Stick,True,5.0,Nice product,Very good quality of product
1084,Samson,2020-03-10,Fire TV Stick,True,5.0,Must device to have if you don't wish to upgrade to a smart tv,Good and a handy device
1085,aaudhut sagwekar,2020-03-10,Fire TV Stick,True,5.0,Excellent,Very good
1086,Garima,2020-03-10,Fire TV Stick,True,1.0,Not working,It has stopped working within 5 months of purchase .
1087,Prabu,2020-03-10,Fire TV Stick,True,5.0,Good,Thanks
1088,Srinidhi S Gowda,2020-03-10,Fire TV Stick,True,5.0,Crazy,Best for YouTube and prime usage
1089,Madhuri,2020-03-10,Fire TV Stick,True,5.0,Great,Great
1090,Kaushik Sarkar,2020-03-10,Fire TV Stick,True,5.0,Good product useful,Worth buying.
1091,MANISH SHAH,2020-03-10,Fire TV Stick,True,5.0,👍👍👍,👍👍👍
1092,Jayprakash sharma,2020-03-10,Fire TV Stick,True,5.0,Good product,Good product
1093,Sujesh,2020-03-10,Fire TV Stick,True,5.0,Good,Good
1094,Himanshu G.,2020-03-10,Fire TV Stick,True,5.0,Fire TV,Product is too good. I am saving every month 1000 approx.
